,text,tokenized_text,POS_text,lemmatized_text
139,"@mide6ix @cr7 greatest player of all time 77 @ultimatetots @sixgodfcb @goal So yall saying that messi should have earned 3 million per year huh? He is messi he has a family and people to pay and his expenditure might need his salary, so if you cut that salary by 80% you might find that you are inconviencing him and the people that depends on him","['mide6ix', 'cr7', 'greatest', 'player', 'of', 'all', 'time', '77', 'ultimatetots', 'sixgodfcb', 'goal', 'So', 'yall', 'saying', 'that', 'messi', 'should', 'have', 'earned', '3', 'million', 'per', 'year', 'huh', '', 'He', 'is', 'messi', 'he', 'has', 'a', 'family', 'and', 'people', 'to', 'pay', 'and', 'his', 'expenditure', 'might', 'need', 'his', 'salary', '', 'so', 'if', 'you', 'cut', 'that', 'salary', 'by', '80', '', 'you', 'might', 'find', 'that', 'you', 'are', 'inconviencing', 'him', 'and', 'the', 'people', 'that', 'depends', 'on', 'him']","[('mide6ix', 'n'), ('cr7', 'n'), ('greatest', 'a'), ('player', 'n'), ('time', 'n'), ('ultimatetots', 'a'), ('sixgodfcb', 'a'), ('goal', 'n'), ('So', 'n'), ('yall', 'r'), ('saying', 'v'), ('messi', 'n'), ('have', 'v'), ('earned', 'v'), ('year', 'n'), ('huh', 'n'), ('is', 'v'), ('messi', 'n'), ('has', 'v'), ('family', 'n'), ('people', 'n'), ('pay', 'v'), ('expenditure', 'n'), ('need', 'v'), ('salary', 'a'), ('', 'n'), ('so', 'r'), ('cut', 'v'), ('salary', 'a'), ('', 'n'), ('find', 'v'), ('are', 'v'), ('inconviencing', 'v'), ('people', 'n'), ('depends', 'v')]","['mide6ix', 'cr7', 'great', 'player', 'time', 'ultimatetots', 'sixgodfcb', 'goal', 'So', 'yall', 'say', 'messi', 'have', 'earn', 'year', 'huh', 'be', 'messi', 'have', 'family', 'people', 'pay', 'expenditure', 'need', 'salary', 'so', 'cut', 'salary', 'find', 'be', 'inconviencing', 'people', 'depend']"
140,when she tells u she loves Messi because of u 😍😍😍,"['when', 'she', 'tells', 'u', 'she', 'loves', 'Messi', 'because', 'of', 'u', '', '', '']","[('tells', 'v'), ('u', 'a'), ('loves', 'v'), ('Messi', 'n'), ('u', 'a'), ('', 'n'), ('', 'n'), ('', 'n')]","['tell', 'u', 'love', 'Messi', 'u']"
141,@e_z_zi @Leslley20 @ChampionsLeague @acmilan So you are comparing Messi to Sancho? The man is indeed finished😂,"['ezzi', 'Leslley20', 'ChampionsLeague', 'acmilan', 'So', 'you', 'are', 'comparing', 'Messi', 'to', 'Sancho', '', 'The', 'man', 'is', 'indeed', 'finished', '']","[('ezzi', 'n'), ('Leslley20', 'n'), ('ChampionsLeague', 'n'), ('acmilan', 'n'), ('So', 'n'), ('are', 'v'), ('comparing', 'v'), ('Messi', 'n'), ('Sancho', 'n'), ('', 'n'), ('man', 'n'), ('is', 'v'), ('indeed', 'r'), ('finished', 'v'), ('', 'n')]","['ezzi', 'Leslley20', 'ChampionsLeague', 'acmilan', 'So', 'be', 'compare', 'Messi', 'Sancho', 'man', 'be', 'indeed', 'finish']"
142,"@KiranUTD @Rvisedd @insomniac2jz more ballondors
more iifhs playmaker awards
more fifa best mens player
more golden boots
more player of the tournament awards in major international tournaments 
those are the best individual awards u could win and messi has won each of all more times than ronaldo has","['KiranUTD', 'Rvisedd', 'insomniac2jz', 'more', 'ballondors', 'more', 'iifhs', 'playmaker', 'awards', 'more', 'fifa', 'best', 'mens', 'player', 'more', 'golden', 'boots', 'more', 'player', 'of', 'the', 'tournament', 'awards', 'in', 'major', 'international', 'tournaments', 'those', 'are', 'the', 'best', 'individual', 'awards', 'u', 'could', 'win', 'and', 'messi', 'has', 'won', 'each', 'of', 'all', 'more', 'times', 'than', 'ronaldo', 'has']","[('KiranUTD', 'n'), ('Rvisedd', 'n'), ('insomniac2jz', 'v'), ('more', 'a'), ('ballondors', 'n'), ('more', 'r'), ('iifhs', 'a'), ('playmaker', 'n'), ('awards', 'n'), ('more', 'r'), ('fifa', 'a'), ('best', 'a'), ('mens', 'n'), ('player', 'n'), ('more', 'a'), ('golden', 'a'), ('boots', 'n'), ('more', 'r'), ('player', 'n'), ('tournament', 'n'), ('awards', 'n'), ('major', 'a'), ('international', 'a'), ('tournaments', 'n'), ('are', 'v'), ('best', 'a'), ('individual', 'a'), ('awards', 'n'), ('u', 'n'), ('win', 'v'), ('has', 'v'), ('won', 'v'), ('more', 'r'), ('times', 'n'), ('ronaldo', 'n'), ('has', 'v')]","['KiranUTD', 'Rvisedd', 'insomniac2jz', 'more', 'ballondors', 'more', 'iifhs', 'playmaker', 'award', 'more', 'fifa', 'best', 'men', 'player', 'more', 'golden', 'boot', 'more', 'player', 'tournament', 'award', 'major', 'international', 'tournament', 'be', 'best', 'individual', 'award', 'u', 'win', 'have', 'win', 'more', 'time', 'ronaldo', 'have']"
143,"The diff bw Messi &amp; the other so called great players is that he never cared about individual honour &amp; statistics, he always put his team first, Unlike Ronaldo, Lewa, Benzema he never cried about winning ballon d'or or pretending himself the best
That's what makes him special greatest player of all time  greatest player of all time ","['The', 'diff', 'bw', 'Messi', '', 'the', 'other', 'so', 'called', 'great', 'players', 'is', 'that', 'he', 'never', 'cared', 'about', 'individual', 'honour', '', 'statistics', '', 'he', 'always', 'put', 'his', 'team', 'first', '', 'Unlike', 'Ronaldo', '', 'Lewa', '', 'Benzema', 'he', 'never', 'cried', 'about', 'winning', 'ballon', 'dor', 'or', 'pretending', 'himself', 'the', 'best', 'Thats', 'what', 'makes', 'him', 'special', 'greatest', 'player', 'of', 'all', 'time', 'greatest', 'player', 'of', 'all', 'time']","[('diff', 'n'), ('bw', 'n'), ('Messi', 'n'), ('', 'n'), ('other', 'a'), ('so', 'r'), ('called', 'a'), ('great', 'a'), ('players', 'n'), ('is', 'v'), ('never', 'r'), ('cared', 'v'), ('individual', 'a'), ('honour', 'n'), ('', 'n'), ('statistics', 'n'), ('', 'v'), ('always', 'r'), ('put', 'v'), ('team', 'n'), ('first', 'r'), ('', 'v'), ('Unlike', 'n'), ('Ronaldo', 'n'), ('', 'n'), ('Lewa', 'n'), ('', 'n'), ('Benzema', 'n'), ('never', 'r'), ('cried', 'v'), ('winning', 'v'), ('ballon', 'n'), ('dor', 'n'), ('pretending', 'v'), ('best', 'a'), ('Thats', 'n'), ('makes', 'v'), ('special', 'a'), ('greatest', 'a'), ('player', 'n'), ('time', 'n'), ('greatest', 'a'), ('player', 'n'), ('time', 'n')]","['diff', 'bw', 'Messi', 'other', 'so', 'called', 'great', 'player', 'be', 'never', 'care', 'individual', 'honour', 'statistic', 'always', 'put', 'team', 'first', 'Unlike', 'Ronaldo', 'Lewa', 'Benzema', 'never', 'cry', 'win', 'ballon', 'dor', 'pretend', 'best', 'Thats', 'make', 'special', 'great', 'player', 'time', 'great', 'player', 'time']"
144,"@SeleoProspects1 @SelecaoTalk it's fair to say that players who are stronger than neymar and messi like suarez and lewandowski are better number 9's than them and in cr7 case a more complete goal scorer, that is fair because it is true but when it comes to the whole package of a players individual talent...","['SeleoProspects1', 'SelecaoTalk', 'its', 'fair', 'to', 'say', 'that', 'players', 'who', 'are', 'stronger', 'than', 'neymar', 'and', 'messi', 'like', 'suarez', 'and', 'lewandowski', 'are', 'better', 'number', '9', '', 's', 'than', 'them', 'and', 'in', 'cr7', 'case', 'a', 'more', 'complete', 'goal', 'scorer', '', 'that', 'is', 'fair', 'because', 'it', 'is', 'true', 'but', 'when', 'it', 'comes', 'to', 'the', 'whole', 'package', 'of', 'a', 'players', 'individual', 'talent', '']","[('SeleoProspects1', 'n'), ('SelecaoTalk', 'n'), ('fair', 'n'), ('say', 'v'), ('players', 'n'), ('are', 'v'), ('stronger', 'a'), ('neymar', 'n'), ('messi', 'n'), ('suarez', 'n'), ('lewandowski', 'n'), ('are', 'v'), ('better', 'a'), ('number', 'n'), ('', 'n'), ('s', 'n'), ('cr7', 'a'), ('case', 'n'), ('more', 'r'), ('complete', 'a'), ('goal', 'n'), ('scorer', 'n'), ('', 'n'), ('is', 'v'), ('fair', 'a'), ('is', 'v'), ('true', 'a'), ('comes', 'v'), ('whole', 'a'), ('package', 'n'), ('players', 'n'), ('individual', 'a'), ('talent', 'n'), ('', 'n')]","['SeleoProspects1', 'SelecaoTalk', 'fair', 'say', 'player', 'be', 'strong', 'neymar', 'messi', 'suarez', 'lewandowski', 'be', 'good', 'number', 's', 'cr7', 'case', 'more', 'complete', 'goal', 'scorer', 'be', 'fair', 'be', 'true', 'come', 'whole', 'package', 'player', 'individual', 'talent']"
145,@_20nine @BradyBucGoat Respect Messi's left foot and Pendus Right leg,"['20nine', 'BradyBucGoat', 'Respect', 'Messis', 'left', 'foot', 'and', 'Pendus', 'Right', 'leg']","[('BradyBucGoat', 'n'), ('Respect', 'n'), ('Messis', 'n'), ('left', 'v'), ('foot', 'n'), ('Pendus', 'n'), ('Right', 'n'), ('leg', 'n')]","['BradyBucGoat', 'Respect', 'Messis', 'leave', 'foot', 'Pendus', 'Right', 'leg']"
146,@RahulNjr catalan rats says that not messi's,"['RahulNjr', 'catalan', 'rats', 'says', 'that', 'not', 'messis']","[('RahulNjr', 'n'), ('catalan', 'n'), ('rats', 'n'), ('says', 'v'), ('not', 'r'), ('messis', 'v')]","['RahulNjr', 'catalan', 'rat', 'say', 'not', 'messis']"
147,@wheezy_khiddy @XXL Messi is the  greatest player of all time ,"['wheezykhiddy', 'XXL', 'Messi', 'is', 'the', 'greatest', 'player', 'of', 'all', 'time']","[('wheezykhiddy', 'a'), ('XXL', 'n'), ('Messi', 'n'), ('is', 'v'), ('greatest', 'a'), ('player', 'n'), ('time', 'n')]","['wheezykhiddy', 'XXL', 'Messi', 'be', 'great', 'player', 'time']"
148,Messi is so humble in his interviews .,"['Messi', 'is', 'so', 'humble', 'in', 'his', 'interviews', '']","[('Messi', 'n'), ('is', 'v'), ('so', 'r'), ('humble', 'a'), ('interviews', 'n'), ('', 'v')]","['Messi', 'be', 'so', 'humble', 'interview']"
149,"@CrewsMat10 Messi: The champions league will be back at Camp Nou

Champions never goes back to Camp Nou

Messi leaves Barcelona, goes to PSG

Also Messi: I came to Paris to win the Champions league","['CrewsMat10', 'Messi', '', 'The', 'champions', 'league', 'will', 'be', 'back', 'at', 'Camp', 'Nou', 'Champions', 'never', 'goes', 'back', 'to', 'Camp', 'Nou', 'Messi', 'leaves', 'Barcelona', '', 'goes', 'to', 'PSG', 'Also', 'Messi', '', 'I', 'came', 'to', 'Paris', 'to', 'win', 'the', 'Champions', 'league']","[('CrewsMat10', 'n'), ('Messi', 'n'), ('', 'v'), ('champions', 'n'), ('league', 'n'), ('be', 'v'), ('back', 'r'), ('Camp', 'n'), ('Nou', 'n'), ('Champions', 'n'), ('never', 'r'), ('goes', 'v'), ('back', 'r'), ('Camp', 'n'), ('Nou', 'n'), ('Messi', 'n'), ('leaves', 'v'), ('Barcelona', 'n'), ('', 'n'), ('goes', 'v'), ('PSG', 'n'), ('Also', 'r'), ('Messi', 'n'), ('', 'n'), ('came', 'v'), ('Paris', 'n'), ('win', 'v'), ('Champions', 'n'), ('league', 'n')]","['CrewsMat10', 'Messi', 'champion', 'league', 'be', 'back', 'Camp', 'Nou', 'Champions', 'never', 'go', 'back', 'Camp', 'Nou', 'Messi', 'leave', 'Barcelona', 'go', 'PSG', 'Also', 'Messi', 'come', 'Paris', 'win', 'Champions', 'league']"
150,"@TheMessiah6821 Just in: Messi is linked to a barcelona return. Fabrizio just tweeted, wait… we are getting messi back in January, dont say goodbye","['TheMessiah6821', 'Just', 'in', '', 'Messi', 'is', 'linked', 'to', 'a', 'barcelona', 'return', '', 'Fabrizio', 'just', 'tweeted', '', 'wait', '', 'we', 'are', 'getting', 'messi', 'back', 'in', 'January', '', 'dont', 'say', 'goodbye']","[('TheMessiah6821', 'n'), ('Just', 'n'), ('', 'n'), ('Messi', 'n'), ('is', 'v'), ('linked', 'v'), ('barcelona', 'a'), ('return', 'n'), ('', 'n'), ('Fabrizio', 'n'), ('just', 'r'), ('tweeted', 'v'), ('', 'a'), ('wait', 'n'), ('are', 'v'), ('getting', 'v'), ('messi', 'n'), ('back', 'r'), ('January', 'n'), ('', 'n'), ('dont', 'n'), ('say', 'v'), ('goodbye', 'n')]","['TheMessiah6821', 'Just', 'Messi', 'be', 'link', 'barcelona', 'return', 'Fabrizio', 'just', 'tweet', 'wait', 'be', 'get', 'messi', 'back', 'January', 'dont', 'say', 'goodbye']"
151,"Lionel Messi hits back at Joan Laporta's 'inappropriate' suggestion he should have played for free 👀 
#LaportaOut #messi #messipsg #Barcelona https://t.co/F9LKHxCLkA","['Lionel', 'Messi', 'hits', 'back', 'at', 'Joan', 'Laportas', '', 'inappropriate', '', 'suggestion', 'he', 'should', 'have', 'played', 'for', 'free', '', 'LaportaOut', 'messi', 'messipsg', 'Barcelona', '']","[('Lionel', 'n'), ('Messi', 'n'), ('hits', 'v'), ('back', 'r'), ('Joan', 'n'), ('Laportas', 'n'), ('', 'n'), ('inappropriate', 'a'), ('', 'n'), ('suggestion', 'n'), ('have', 'v'), ('played', 'v'), ('free', 'a'), ('', 'n'), ('LaportaOut', 'n'), ('messi', 'n'), ('messipsg', 'n'), ('Barcelona', 'n'), ('', 'n')]","['Lionel', 'Messi', 'hit', 'back', 'Joan', 'Laportas', 'inappropriate', 'suggestion', 'have', 'play', 'free', 'LaportaOut', 'messi', 'messipsg', 'Barcelona']"
152,@Messi_Lover906 @Apkiii_behan_ Done ✅,"['MessiLover906', 'Apkiiibehan', 'Done', '']","[('MessiLover906', 'n'), ('Apkiiibehan', 'n'), ('Done', 'n'), ('', 'n')]","['MessiLover906', 'Apkiiibehan', 'Done']"
153,"@speedlapse @DlZZLE_UTD @Leo_Stats @M16Packed @Kappo9s @totalcristiano Exactly, OP is TC and Messi was mentioned by Kappo9s. if a Ronaldo fan (vintage_cr7) mentions Messi it’s alright?","['speedlapse', 'DlZZLEUTD', 'LeoStats', 'M16Packed', 'Kappo9s', 'totalcristiano', 'Exactly', '', 'OP', 'is', 'TC', 'and', 'Messi', 'was', 'mentioned', 'by', 'Kappo', '9s', '', 'if', 'a', 'Ronaldo', 'fan', '', 'vintagecr', '7', '', 'mentions', 'Messi', 'it', '', 's', 'alright', '']","[('speedlapse', 'n'), ('DlZZLEUTD', 'n'), ('LeoStats', 'n'), ('M16Packed', 'n'), ('Kappo9s', 'n'), ('totalcristiano', 'n'), ('Exactly', 'r'), ('', 'n'), ('OP', 'n'), ('is', 'v'), ('TC', 'n'), ('Messi', 'n'), ('was', 'v'), ('mentioned', 'v'), ('Kappo', 'n'), ('', 'n'), ('Ronaldo', 'n'), ('fan', 'n'), ('', 'n'), ('vintagecr', 'v'), ('', 'a'), ('mentions', 'n'), ('Messi', 'v'), ('', 'v'), ('s', 'a'), ('alright', 'n'), ('', 'n')]","['speedlapse', 'DlZZLEUTD', 'LeoStats', 'M16Packed', 'Kappo9s', 'totalcristiano', 'Exactly', 'OP', 'be', 'TC', 'Messi', 'be', 'mention', 'Kappo', 'Ronaldo', 'fan', 'vintagecr', 'mention', 'Messi', 's', 'alright']"
154,@sujoy_pritam I’m ready to discuss. Only thing I hated about him is treatment of koe and messi comments,"['sujoypritam', 'I', '', 'm', 'ready', 'to', 'discuss', '', 'Only', 'thing', 'I', 'hated', 'about', 'him', 'is', 'treatment', 'of', 'koe', 'and', 'messi', 'comments']","[('sujoypritam', 'n'), ('', 'v'), ('m', 'r'), ('ready', 'a'), ('discuss', 'v'), ('', 'n'), ('Only', 'n'), ('thing', 'n'), ('hated', 'v'), ('is', 'v'), ('treatment', 'n'), ('koe', 'n'), ('messi', 'n'), ('comments', 'n')]","['sujoypritam', 'm', 'ready', 'discuss', 'Only', 'thing', 'hat', 'be', 'treatment', 'koe', 'messi', 'comment']"
155,"Argentine football superstar #LionelMessi says he has not given any thought about retiring after next year's World Cup adding he would love to be Barcelona sporting director when he does finally hang up his boots

https://t.co/NUbU0Zm47N https://t.co/YuiYy2EHld","['Argentine', 'football', 'superstar', 'LionelMessi', 'says', 'he', 'has', 'not', 'given', 'any', 'thought', 'about', 'retiring', 'after', 'next', 'years', 'World', 'Cup', 'adding', 'he', 'would', 'love', 'to', 'be', 'Barcelona', 'sporting', 'director', 'when', 'he', 'does', 'finally', 'hang', 'up', 'his', 'boots', '', '']","[('Argentine', 'n'), ('football', 'n'), ('superstar', 'n'), ('LionelMessi', 'n'), ('says', 'v'), ('has', 'v'), ('not', 'r'), ('given', 'v'), ('thought', 'n'), ('retiring', 'v'), ('next', 'a'), ('years', 'n'), ('World', 'n'), ('Cup', 'n'), ('adding', 'v'), ('love', 'v'), ('be', 'v'), ('Barcelona', 'n'), ('sporting', 'v'), ('director', 'n'), ('does', 'v'), ('finally', 'r'), ('hang', 'v'), ('up', 'r'), ('boots', 'n'), ('', 'v'), ('', 'n')]","['Argentine', 'football', 'superstar', 'LionelMessi', 'say', 'have', 'not', 'give', 'thought', 'retire', 'next', 'year', 'World', 'Cup', 'add', 'love', 'be', 'Barcelona', 'sport', 'director', 'do', 'finally', 'hang', 'up', 'boot']"
156,@Messiopath @shane70707 @k_sibi_12 @PSGhub @sport Mf is trying to discredit balon d or coz he knows ronaldo ain’t winning any in his career now and messi is atleast gonna win 2 more🤣🤣🤣. The real no7 is a month away https://t.co/Vt9JrB7Fv0,"['Messiopath', 'shane70707', 'ksibi12', 'PSGhub', 'sport', 'Mf', 'is', 'trying', 'to', 'discredit', 'balon', 'd', 'or', 'coz', 'he', 'knows', 'ronaldo', 'ain', '', 't', 'winning', 'any', 'in', 'his', 'career', 'now', 'and', 'messi', 'is', 'atleast', 'gonna', 'win', '2', 'more', '', '', '', '', 'The', 'real', 'no7', 'is', 'a', 'month', 'away', '']","[('Messiopath', 'n'), ('shane70707', 'n'), ('ksibi12', 'n'), ('PSGhub', 'n'), ('sport', 'n'), ('Mf', 'n'), ('is', 'v'), ('trying', 'v'), ('discredit', 'v'), ('balon', 'n'), ('d', 'n'), ('coz', 'n'), ('knows', 'v'), ('ronaldo', 'n'), ('ain', 'n'), ('', 'n'), ('t', 'n'), ('winning', 'v'), ('career', 'n'), ('now', 'r'), ('messi', 'n'), ('is', 'v'), ('atleast', 'a'), ('gonna', 'n'), ('win', 'v'), ('more', 'a'), ('', 'a'), ('', 'n'), ('', 'n'), ('', 'v'), ('real', 'a'), ('no7', 'n'), ('is', 'v'), ('month', 'n'), ('away', 'r'), ('', 'v')]","['Messiopath', 'shane70707', 'ksibi12', 'PSGhub', 'sport', 'Mf', 'be', 'try', 'discredit', 'balon', 'd', 'coz', 'know', 'ronaldo', 'ain', 't', 'win', 'career', 'now', 'messi', 'be', 'atleast', 'gonna', 'win', 'more', 'real', 'no7', 'be', 'month', 'away']"
157,"Retire? It has not crossed my mind, says Lionel Messi Argentine football superstar Lionel Messi says he has not given any thought about retiring after next year's World Cup adding he would love to be Barcelona sporting dire... #Sports by #TimesofIndia https://t.co/HYnnrrZI6M","['Retire', '', 'It', 'has', 'not', 'crossed', 'my', 'mind', '', 'says', 'Lionel', 'Messi', 'Argentine', 'football', 'superstar', 'Lionel', 'Messi', 'says', 'he', 'has', 'not', 'given', 'any', 'thought', 'about', 'retiring', 'after', 'next', 'years', 'World', 'Cup', 'adding', 'he', 'would', 'love', 'to', 'be', 'Barcelona', 'sporting', 'dire', '', 'Sports', 'by', 'TimesofIndia', '']","[('Retire', 'n'), ('', 'n'), ('has', 'v'), ('not', 'r'), ('crossed', 'v'), ('mind', 'n'), ('', 'n'), ('says', 'v'), ('Lionel', 'n'), ('Messi', 'n'), ('Argentine', 'n'), ('football', 'n'), ('superstar', 'n'), ('Lionel', 'n'), ('Messi', 'n'), ('says', 'v'), ('has', 'v'), ('not', 'r'), ('given', 'v'), ('thought', 'n'), ('retiring', 'v'), ('next', 'a'), ('years', 'n'), ('World', 'n'), ('Cup', 'n'), ('adding', 'v'), ('love', 'v'), ('be', 'v'), ('Barcelona', 'n'), ('sporting', 'v'), ('dire', 'a'), ('', 'a'), ('Sports', 'n'), ('TimesofIndia', 'n'), ('', 'n')]","['Retire', 'have', 'not', 'cross', 'mind', 'say', 'Lionel', 'Messi', 'Argentine', 'football', 'superstar', 'Lionel', 'Messi', 'say', 'have', 'not', 'give', 'thought', 'retire', 'next', 'year', 'World', 'Cup', 'add', 'love', 'be', 'Barcelona', 'sport', 'dire', 'Sports', 'TimesofIndia']"
158,"@Litro1510 @mvp2011sv @_Futbolero_ I know it was Bartomeu and Rossell's fault and I love Messi as a brother but it's time to heal the club and our finances. Trust in Laporta and in La Masia, our gem","['Litro1510', 'mvp2011sv', 'Futbolero', 'I', 'know', 'it', 'was', 'Bartomeu', 'and', 'Rossells', 'fault', 'and', 'I', 'love', 'Messi', 'as', 'a', 'brother', 'but', 'its', 'time', 'to', 'heal', 'the', 'club', 'and', 'our', 'finances', '', 'Trust', 'in', 'Laporta', 'and', 'in', 'La', 'Masia', '', 'our', 'gem']","[('Litro1510', 'n'), ('mvp2011sv', 'n'), ('Futbolero', 'n'), ('know', 'v'), ('was', 'v'), ('Bartomeu', 'n'), ('Rossells', 'n'), ('fault', 'n'), ('love', 'v'), ('Messi', 'n'), ('brother', 'n'), ('time', 'n'), ('heal', 'v'), ('club', 'n'), ('finances', 'n'), ('', 'n'), ('Trust', 'n'), ('Laporta', 'n'), ('La', 'n'), ('Masia', 'n'), ('', 'n'), ('gem', 'n')]","['Litro1510', 'mvp2011sv', 'Futbolero', 'know', 'be', 'Bartomeu', 'Rossells', 'fault', 'love', 'Messi', 'brother', 'time', 'heal', 'club', 'finance', 'Trust', 'Laporta', 'La', 'Masia', 'gem']"
159,@ESPNFC Crazy how he’s arrogant for wanting to leave “PSG and Messi” but now he’s in his “comfort zone.” You’re all sheep. He literally wanted to leave his mf comfort zone but was turned into a diva lmaoooo.,"['ESPNFC', 'Crazy', 'how', 'he', '', 's', 'arrogant', 'for', 'wanting', 'to', 'leave', '', 'PSG', 'and', 'Messi', '', 'but', 'now', 'he', '', 's', 'in', 'his', '', 'comfort', 'zone', '', '', 'You', '', 're', 'all', 'sheep', '', 'He', 'literally', 'wanted', 'to', 'leave', 'his', 'mf', 'comfort', 'zone', 'but', 'was', 'turned', 'into', 'a', 'diva', 'lmaoooo', '']","[('ESPNFC', 'n'), ('Crazy', 'n'), ('', 'v'), ('s', 'a'), ('arrogant', 'n'), ('wanting', 'v'), ('leave', 'v'), ('', 'n'), ('PSG', 'n'), ('Messi', 'n'), ('', 'n'), ('now', 'r'), ('s', 'v'), ('', 'n'), ('comfort', 'n'), ('zone', 'n'), ('', 'n'), ('', 'n'), ('', 'v'), ('re', 'v'), ('sheep', 'a'), ('', 'n'), ('literally', 'r'), ('wanted', 'v'), ('leave', 'v'), ('mf', 'n'), ('comfort', 'n'), ('zone', 'n'), ('was', 'v'), ('turned', 'v'), ('diva', 'a'), ('lmaoooo', 'n'), ('', 'n')]","['ESPNFC', 'Crazy', 's', 'arrogant', 'want', 'leave', 'PSG', 'Messi', 'now', 's', 'comfort', 'zone', 're', 'sheep', 'literally', 'want', 'leave', 'mf', 'comfort', 'zone', 'be', 'turn', 'diva', 'lmaoooo']"
160,@yanekstats @Cristiano @barcagalaxy Yes i know and this is just remarkable considering Ronaldo started his career before Messi.,"['yanekstats', 'Cristiano', 'barcagalaxy', 'Yes', 'i', 'know', 'and', 'this', 'is', 'just', 'remarkable', 'considering', 'Ronaldo', 'started', 'his', 'career', 'before', 'Messi', '']","[('yanekstats', 'n'), ('Cristiano', 'n'), ('Yes', 'n'), ('i', 'n'), ('know', 'v'), ('is', 'v'), ('just', 'r'), ('remarkable', 'a'), ('considering', 'v'), ('Ronaldo', 'n'), ('started', 'v'), ('career', 'n'), ('Messi', 'n'), ('', 'n')]","['yanekstats', 'Cristiano', 'Yes', 'i', 'know', 'be', 'just', 'remarkable', 'consider', 'Ronaldo', 'start', 'career', 'Messi']"
161,@KiranUTD @Rvisedd @insomniac2jz theres also leaks about messi winning it so😂,"['KiranUTD', 'Rvisedd', 'insomniac2jz', 'theres', 'also', 'leaks', 'about', 'messi', 'winning', 'it', 'so', '']","[('KiranUTD', 'n'), ('Rvisedd', 'n'), ('insomniac2jz', 'n'), ('theres', 'n'), ('also', 'r'), ('leaks', 'v'), ('messi', 'n'), ('winning', 'v'), ('so', 'r'), ('', 'a')]","['KiranUTD', 'Rvisedd', 'insomniac2jz', 'there', 'also', 'leak', 'messi', 'win', 'so']"
162,"@qwertyazertyl2 @Schule7i @goal @FCBarcelona @TeamMessi Messi was deeper after 2013. Difference is Ronnie was less of a forward up to 2005, when he was very young. Messi dropped deep when still an incredible goalscorer. Messi lost out the most","['qwertyazertyl2', 'Schule7i', 'goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'was', 'deeper', 'after', '2013', '', 'Difference', 'is', 'Ronnie', 'was', 'less', 'of', 'a', 'forward', 'up', 'to', '2005', '', 'when', 'he', 'was', 'very', 'young', '', 'Messi', 'dropped', 'deep', 'when', 'still', 'an', 'incredible', 'goalscorer', '', 'Messi', 'lost', 'out', 'the', 'most']","[('qwertyazertyl2', 'n'), ('Schule7i', 'n'), ('goal', 'n'), ('FCBarcelona', 'n'), ('TeamMessi', 'n'), ('Messi', 'n'), ('was', 'v'), ('deeper', 'r'), ('', 'a'), ('Difference', 'n'), ('is', 'v'), ('Ronnie', 'n'), ('was', 'v'), ('less', 'a'), ('forward', 'n'), ('', 'n'), ('was', 'v'), ('very', 'r'), ('young', 'a'), ('', 'n'), ('Messi', 'n'), ('dropped', 'v'), ('deep', 'v'), ('still', 'r'), ('incredible', 'a'), ('goalscorer', 'n'), ('', 'n'), ('Messi', 'n'), ('lost', 'v'), ('out', 'r'), ('most', 'r')]","['qwertyazertyl2', 'Schule7i', 'goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'be', 'deeply', 'Difference', 'be', 'Ronnie', 'be', 'less', 'forward', 'be', 'very', 'young', 'Messi', 'drop', 'deep', 'still', 'incredible', 'goalscorer', 'Messi', 'lose', 'out', 'most']"
163,"All Messi see when entering Ligue 1 pitches. 

 https://t.co/i1iCsDX02T https://t.co/9fqkxpBSZ7","['All', 'Messi', 'see', 'when', 'entering', 'Ligue', '1', 'pitches', '', '', '']","[('Messi', 'n'), ('see', 'v'), ('entering', 'v'), ('Ligue', 'n'), ('pitches', 'n'), ('', 'a'), ('', 'n'), ('', 'n')]","['Messi', 'see', 'enter', 'Ligue', 'pitch']"
164,‘Laporta’s words hurt me’ – Lionel Messi slams Barcelona president and insists he was never asked to play for free https://t.co/BsVU6Rdsqk,"['', 'Laporta', '', 's', 'words', 'hurt', 'me', '', '', 'Lionel', 'Messi', 'slams', 'Barcelona', 'president', 'and', 'insists', 'he', 'was', 'never', 'asked', 'to', 'play', 'for', 'free', '']","[('', 'a'), ('Laporta', 'n'), ('', 'n'), ('s', 'n'), ('words', 'n'), ('hurt', 'v'), ('', 'a'), ('', 'a'), ('Lionel', 'n'), ('Messi', 'n'), ('slams', 'v'), ('Barcelona', 'n'), ('president', 'n'), ('insists', 'v'), ('was', 'v'), ('never', 'r'), ('asked', 'v'), ('play', 'v'), ('free', 'a'), ('', 'n')]","['Laporta', 's', 'word', 'hurt', 'Lionel', 'Messi', 'slam', 'Barcelona', 'president', 'insist', 'be', 'never', 'ask', 'play', 'free']"
165,The return of Messi... League 1 eganyeee 🤣🤣🤣🤣🤣 https://t.co/JKxRuYz0PE,"['The', 'return', 'of', 'Messi', '', 'League', '1', 'eganyeee', '', '', '', '']","[('return', 'n'), ('Messi', 'n'), ('', 'n'), ('League', 'n'), ('eganyeee', 'n'), ('', 'n'), ('', 'n'), ('', 'n'), ('', 'n')]","['return', 'Messi', 'League', 'eganyeee']"
